"","gene_id","gene_name","seq_name","gene_biotype","description"
"51424","ENSMUSG00000032254","Kif23","9","protein_coding","kinesin family member 23 [Source:MGI Symbol;Acc:MGI:1919069]"
"51425","ENSMUSG00000032278","Paqr5","9","protein_coding","progestin and adipoQ receptor family member V [Source:MGI Symbol;Acc:MGI:1921340]"
"51426","ENSMUSG00002075495","Gm55790","9","misc_RNA","predicted gene, 55790 [Source:MGI Symbol;Acc:MGI:6848046]"
"51427","ENSMUSG00000032252","Glce","9","protein_coding","glucuronyl C5-epimerase [Source:MGI Symbol;Acc:MGI:2136405]"
"51428","ENSMUSG00000092696","Mir5133","9","miRNA","microRNA 5133 [Source:MGI Symbol;Acc:MGI:4950458]"
"51429","ENSMUSG00000110826","Gm47262","9","lncRNA","predicted gene, 47262 [Source:MGI Symbol;Acc:MGI:6096096]"
"51430","ENSMUSG00000111232","A730043L09Rik","9","lncRNA","RIKEN cDNA A730043L09 gene [Source:MGI Symbol;Acc:MGI:5439419]"
"51431","ENSMUSG00002076714","Gm55792","9","miRNA","predicted gene, 55792 [Source:MGI Symbol;Acc:MGI:6848050]"
"51432","ENSMUSG00000046846","Spesp1","9","protein_coding","sperm equatorial segment protein 1 [Source:MGI Symbol;Acc:MGI:1913962]"
"51433","ENSMUSG00000111193","Gm35288","9","lncRNA","predicted gene, 35288 [Source:MGI Symbol;Acc:MGI:5594447]"
"51434","ENSMUSG00000120493","Gm57059","9","lncRNA","predicted gene, 57059 [Source:MGI Symbol;Acc:MGI:7338031]"
"51435","ENSMUSG00000032249","Anp32a","9","protein_coding","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:MGI Symbol;Acc:MGI:108447]"
"51436","ENSMUSG00000121050","Gm57047","9","lncRNA","predicted gene, 57047 [Source:MGI Symbol;Acc:MGI:7338007]"
"51437","ENSMUSG00000041729","Coro2b","9","protein_coding","coronin, actin binding protein, 2B [Source:MGI Symbol;Acc:MGI:2444283]"
"51438","ENSMUSG00002075135","Gm55802","9","rRNA","predicted gene, 55802 [Source:MGI Symbol;Acc:MGI:6848070]"
"51439","ENSMUSG00000120158","Gm53533","9","lncRNA","predicted gene, 53533 [Source:MGI Symbol;Acc:MGI:6722118]"
"51440","ENSMUSG00000032243","Itga11","9","protein_coding","integrin alpha 11 [Source:MGI Symbol;Acc:MGI:2442114]"
"51441","ENSMUSG00000111537","Gm7653","9","processed_pseudogene","predicted gene 7653 [Source:MGI Symbol;Acc:MGI:3643729]"
"51442","ENSMUSG00000032244","Fem1b","9","protein_coding","fem 1 homolog b [Source:MGI Symbol;Acc:MGI:1335087]"
"51443","ENSMUSG00000032245","Cln6","9","protein_coding","ceroid-lipofuscinosis, neuronal 6 [Source:MGI Symbol;Acc:MGI:2159324]"
"51444","ENSMUSG00000121721","Gm10653","9","lncRNA","ribsomal protein S2 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:677044]"
"51445","ENSMUSG00000074250","Gm10653","9","transcribed_processed_pseudogene","predicted gene 10653 [Source:MGI Symbol;Acc:MGI:3642572]"
"51446","ENSMUSG00000111805","Gm47274","9","processed_pseudogene","predicted gene, 47274 [Source:MGI Symbol;Acc:MGI:6096114]"
"51447","ENSMUSG00000032246","Calml4","9","protein_coding","calmodulin-like 4 [Source:MGI Symbol;Acc:MGI:1922850]"
"51448","ENSMUSG00000032405","Pias1","9","protein_coding","protein inhibitor of activated STAT 1 [Source:MGI Symbol;Acc:MGI:1913125]"
"51449","ENSMUSG00000064855","Gm24526","9","snRNA","predicted gene, 24526 [Source:MGI Symbol;Acc:MGI:5454303]"
"51450","ENSMUSG00000111144","Gm48193","9","lncRNA","predicted gene, 48193 [Source:MGI Symbol;Acc:MGI:6097576]"
"51451","ENSMUSG00000111297","Gm6082","9","processed_pseudogene","predicted gene 6082 [Source:MGI Symbol;Acc:MGI:3648724]"
"51452","ENSMUSG00000118764","Gm25064","9","snRNA","predicted gene, 25064 [Source:MGI Symbol;Acc:MGI:5454841]"
"51454","ENSMUSG00000022245","Skor1","9","protein_coding","SKI family transcriptional corepressor 1 [Source:MGI Symbol;Acc:MGI:2443473]"
"51455","ENSMUSG00000058444","Map2k5","9","protein_coding","mitogen-activated protein kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346345]"
"51456","ENSMUSG00000032403","2300009A05Rik","9","protein_coding","RIKEN cDNA 2300009A05 gene [Source:MGI Symbol;Acc:MGI:1916728]"
"51457","ENSMUSG00000086539","Gm16759","9","lncRNA","predicted gene, 16759 [Source:MGI Symbol;Acc:MGI:4439683]"
"51458","ENSMUSG00000037801","Iqch","9","protein_coding","IQ motif containing H [Source:MGI Symbol;Acc:MGI:1925500]"
"51459","ENSMUSG00000093137","Gm25995","9","snRNA","predicted gene, 25995 [Source:MGI Symbol;Acc:MGI:5455772]"
"51460","ENSMUSG00000091866","Gm6257","9","processed_pseudogene","predicted gene 6257 [Source:MGI Symbol;Acc:MGI:3645370]"
"51461","ENSMUSG00000037257","Aagab","9","protein_coding","alpha- and gamma-adaptin binding protein [Source:MGI Symbol;Acc:MGI:1914189]"
"51462","ENSMUSG00000032402","Smad3","9","protein_coding","SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]"
"51463","ENSMUSG00000111137","Gm2553","9","processed_pseudogene","predicted gene 2553 [Source:MGI Symbol;Acc:MGI:3780721]"
"51464","ENSMUSG00000110768","Gm18541","9","processed_pseudogene","predicted gene, 18541 [Source:MGI Symbol;Acc:MGI:5010726]"
"51465","ENSMUSG00000111058","Gm36033","9","lncRNA","predicted gene, 36033 [Source:MGI Symbol;Acc:MGI:5595192]"
"51466","ENSMUSG00000036867","Smad6","9","protein_coding","SMAD family member 6 [Source:MGI Symbol;Acc:MGI:1336883]"
"51467","ENSMUSG00000093616","1700055C04Rik","9","lncRNA","RIKEN cDNA 1700055C04 gene [Source:MGI Symbol;Acc:MGI:1920647]"
"51468","ENSMUSG00002076536","Gm55838","9","rRNA","predicted gene, 55838 [Source:MGI Symbol;Acc:MGI:6848141]"
"51469","ENSMUSG00000093759","Scarletltr","9","lncRNA","Scarletltr, erythroid developmental long intergenic non-protein coding transcript [Source:MGI Symbol;Acc:MGI:1924064]"
"51470","ENSMUSG00000032401","Lctl","9","protein_coding","lactase-like [Source:MGI Symbol;Acc:MGI:2183549]"
"51471","ENSMUSG00000032400","Zwilch","9","protein_coding","zwilch kinetochore protein [Source:MGI Symbol;Acc:MGI:1915264]"
"51472","ENSMUSG00000032399","Rpl4","9","protein_coding","ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141]"
"51473","ENSMUSG00000065752","Gm23344","9","snoRNA","predicted gene, 23344 [Source:MGI Symbol;Acc:MGI:5453121]"
"51474","ENSMUSG00000119388","Snord16a","9","snoRNA","small nucleolar RNA, C/D box 16A [Source:MGI Symbol;Acc:MGI:3819522]"
"51475","ENSMUSG00000064918","Gm22571","9","snoRNA","predicted gene, 22571 [Source:MGI Symbol;Acc:MGI:5452348]"
"51476","ENSMUSG00000119765","Gm23136","9","snoRNA","predicted gene, 23136 [Source:MGI Symbol;Acc:MGI:5452913]"
"51477","ENSMUSG00000064514","Gm22455","9","snoRNA","predicted gene, 22455 [Source:MGI Symbol;Acc:MGI:5452232]"
"51478","ENSMUSG00000032398","Snapc5","9","protein_coding","small nuclear RNA activating complex, polypeptide 5 [Source:MGI Symbol;Acc:MGI:1914282]"
"51479","ENSMUSG00000004936","Map2k1","9","protein_coding","mitogen-activated protein kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346866]"
"51480","ENSMUSG00002075562","Gm55857","9","miRNA","predicted gene, 55857 [Source:MGI Symbol;Acc:MGI:6848179]"
"51481","ENSMUSG00000111160","Gm48855","9","lncRNA","predicted gene, 48855 [Source:MGI Symbol;Acc:MGI:6098594]"
"51482","ENSMUSG00000035337","Uchl4","9","protein_coding","ubiquitin carboxyl-terminal esterase L4 [Source:MGI Symbol;Acc:MGI:1890440]"
"51483","ENSMUSG00000032397","Tipin","9","protein_coding","timeless interacting protein [Source:MGI Symbol;Acc:MGI:1921571]"
"51484","ENSMUSG00000088254","Gm24289","9","scaRNA","predicted gene, 24289 [Source:MGI Symbol;Acc:MGI:5454066]"
"51485","ENSMUSG00000032396","Dis3l","9","protein_coding","DIS3 like exosome 3'-5' exoribonuclease [Source:MGI Symbol;Acc:MGI:2143272]"
"51486","ENSMUSG00000036466","Megf11","9","protein_coding","multiple EGF-like-domains 11 [Source:MGI Symbol;Acc:MGI:1920951]"
"51487","ENSMUSG00000004771","Rab11a","9","protein_coding","RAB11A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1858202]"
"51488","ENSMUSG00002076457","Gm55884","9","miRNA","predicted gene, 55884 [Source:MGI Symbol;Acc:MGI:6848233]"
"51489","ENSMUSG00000120030","Gm36459","9","lncRNA","predicted gene, 36459 [Source:MGI Symbol;Acc:MGI:5595618]"
"51490","ENSMUSG00000120828","Gm57033","9","lncRNA","predicted gene, 57033 [Source:MGI Symbol;Acc:MGI:7337979]"
"51491","ENSMUSG00000053641","Dennd4a","9","protein_coding","DENN domain containing 4A [Source:MGI Symbol;Acc:MGI:2142979]"
"51492","ENSMUSG00000089336","Gm24347","9","snoRNA","predicted gene, 24347 [Source:MGI Symbol;Acc:MGI:5454124]"
"51493","ENSMUSG00000034452","Slc24a1","9","protein_coding","solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 [Source:MGI Symbol;Acc:MGI:2384871]"
"51494","ENSMUSG00000034263","Ints14","9","protein_coding","integrator complex subunit 14 [Source:MGI Symbol;Acc:MGI:1917132]"
"51495","ENSMUSG00002075215","Gm55892","9","miRNA","predicted gene, 55892 [Source:MGI Symbol;Acc:MGI:6848248]"
"51496","ENSMUSG00000033629","Hacd3","9","protein_coding","3-hydroxyacyl-CoA dehydratase 3 [Source:MGI Symbol;Acc:MGI:1889341]"
"51497","ENSMUSG00000120656","Gm57019","9","lncRNA","predicted gene, 57019 [Source:MGI Symbol;Acc:MGI:7337951]"
"51498","ENSMUSG00000032393","Dpp8","9","protein_coding","dipeptidylpeptidase 8 [Source:MGI Symbol;Acc:MGI:1921638]"
"51499","ENSMUSG00000111471","Gm47350","9","lncRNA","predicted gene, 47350 [Source:MGI Symbol;Acc:MGI:6096250]"
"51500","ENSMUSG00000032816","Igdcc4","9","protein_coding","immunoglobulin superfamily, DCC subclass, member 4 [Source:MGI Symbol;Acc:MGI:1858497]"
"51501","ENSMUSG00000032394","Igdcc3","9","protein_coding","immunoglobulin superfamily, DCC subclass, member 3 [Source:MGI Symbol;Acc:MGI:1202390]"
"51502","ENSMUSG00000032392","Parp16","9","protein_coding","poly (ADP-ribose) polymerase family, member 16 [Source:MGI Symbol;Acc:MGI:2446133]"
"51503","ENSMUSG00000118734","Gm25313","9","snRNA","predicted gene, 25313 [Source:MGI Symbol;Acc:MGI:5455090]"
"51504","ENSMUSG00000119286","Rnu5g","9","snRNA","RNA, U5G small nuclear [Source:MGI Symbol;Acc:MGI:2157900]"
"51505","ENSMUSG00000042254","Cilp","9","protein_coding","cartilage intermediate layer protein, nucleotide pyrophosphohydrolase [Source:MGI Symbol;Acc:MGI:2444507]"
"51506","ENSMUSG00000015357","Clpx","9","protein_coding","caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:MGI Symbol;Acc:MGI:1346017]"
"51507","ENSMUSG00000059571","Gm16218","9","processed_pseudogene","predicted gene 16218 [Source:MGI Symbol;Acc:MGI:3802109]"
"51508","ENSMUSG00000111712","Gm39363","9","lncRNA","predicted gene, 39363 [Source:MGI Symbol;Acc:MGI:5622248]"
"51509","ENSMUSG00000111725","Gm19219","9","processed_pseudogene","predicted gene, 19219 [Source:MGI Symbol;Acc:MGI:5011404]"
"51510","ENSMUSG00000110913","Gm47192","9","processed_pseudogene","predicted gene, 47192 [Source:MGI Symbol;Acc:MGI:6095984]"
"51511","ENSMUSG00000041837","Pdcd7","9","protein_coding","programmed cell death 7 [Source:MGI Symbol;Acc:MGI:1859170]"
"51512","ENSMUSG00000086228","Ubap1l","9","protein_coding","ubiquitin-associated protein 1-like [Source:MGI Symbol;Acc:MGI:2685360]"
"51513","ENSMUSG00000111092","Gm17875","9","processed_pseudogene","predicted gene, 17875 [Source:MGI Symbol;Acc:MGI:5010060]"
"51514","ENSMUSG00000054978","Kbtbd13","9","protein_coding","kelch repeat and BTB (POZ) domain containing 13 [Source:MGI Symbol;Acc:MGI:1921742]"
"51515","ENSMUSG00000041696","Rasl12","9","protein_coding","RAS-like, family 12 [Source:MGI Symbol;Acc:MGI:1918034]"
"51516","ENSMUSG00000053862","Slc51b","9","protein_coding","solute carrier family 51, beta subunit [Source:MGI Symbol;Acc:MGI:3582052]"
"51517","ENSMUSG00000059183","Mtfmt","9","protein_coding","mitochondrial methionyl-tRNA formyltransferase [Source:MGI Symbol;Acc:MGI:1916856]"
"51518","ENSMUSG00000111722","Gm47270","9","lncRNA","predicted gene, 47270 [Source:MGI Symbol;Acc:MGI:6096107]"
"51519","ENSMUSG00000032388","Spg21","9","protein_coding","SPG21, maspardin [Source:MGI Symbol;Acc:MGI:106403]"
"51520","ENSMUSG00000066510","Ankdd1a","9","protein_coding","ankyrin repeat and death domain containing 1A [Source:MGI Symbol;Acc:MGI:2686319]"
"51521","ENSMUSG00000111818","Gm17749","9","lncRNA","predicted gene, 17749 [Source:MGI Symbol;Acc:MGI:5009827]"
"51522","ENSMUSG00000050721","Plekho2","9","protein_coding","pleckstrin homology domain containing, family O member 2 [Source:MGI Symbol;Acc:MGI:2143132]"
"51523","ENSMUSG00000041064","Pif1","9","protein_coding","PIF1 5'-to-3' DNA helicase [Source:MGI Symbol;Acc:MGI:2143057]"
"51524","ENSMUSG00000032387","Rbpms2","9","protein_coding","RNA binding protein with multiple splicing 2 [Source:MGI Symbol;Acc:MGI:1919223]"
"51525","ENSMUSG00000040652","Oaz2","9","protein_coding","ornithine decarboxylase antizyme 2 [Source:MGI Symbol;Acc:MGI:109492]"
"51526","ENSMUSG00000040524","Zfp609","9","protein_coding","zinc finger protein 609 [Source:MGI Symbol;Acc:MGI:2674092]"
"51527","ENSMUSG00000032386","Trip4","9","protein_coding","thyroid hormone receptor interactor 4 [Source:MGI Symbol;Acc:MGI:1928469]"
"51528","ENSMUSG00002075972","Gm55932","9","rRNA","predicted gene, 55932 [Source:MGI Symbol;Acc:MGI:6848325]"
"51529","ENSMUSG00000079915","Gm16073","9","processed_pseudogene","predicted gene 16073 [Source:MGI Symbol;Acc:MGI:3802177]"
"51530","ENSMUSG00000040204","Pclaf","9","protein_coding","PCNA clamp associated factor [Source:MGI Symbol;Acc:MGI:1915276]"
"51531","ENSMUSG00000065301","Gm23248","9","snRNA","predicted gene, 23248 [Source:MGI Symbol;Acc:MGI:5453025]"
"51532","ENSMUSG00000032384","Csnk1g1","9","protein_coding","casein kinase 1, gamma 1 [Source:MGI Symbol;Acc:MGI:2660884]"
"51533","ENSMUSG00000077385","Gm22657","9","snoRNA","predicted gene, 22657 [Source:MGI Symbol;Acc:MGI:5452434]"
"51534","ENSMUSG00000032383","Ppib","9","protein_coding","peptidylprolyl isomerase B [Source:MGI Symbol;Acc:MGI:97750]"
"51535","ENSMUSG00000039452","Snx22","9","protein_coding","sorting nexin 22 [Source:MGI Symbol;Acc:MGI:2685966]"
"51536","ENSMUSG00000032382","Snx1","9","protein_coding","sorting nexin 1 [Source:MGI Symbol;Acc:MGI:1928395]"
"51537","ENSMUSG00000032381","Ciao2a","9","protein_coding","cytosolic iron-sulfur assembly component 2A [Source:MGI Symbol;Acc:MGI:1915500]"
"51538","ENSMUSG00000032380","Dapk2","9","protein_coding","death-associated protein kinase 2 [Source:MGI Symbol;Acc:MGI:1341297]"
"51539","ENSMUSG00000038664","Herc1","9","protein_coding","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:MGI Symbol;Acc:MGI:2384589]"
"51540","ENSMUSG00000084437","Gm23428","9","snRNA","predicted gene, 23428 [Source:MGI Symbol;Acc:MGI:5453205]"
"51541","ENSMUSG00000100130","Gm28379","9","lncRNA","predicted gene 28379 [Source:MGI Symbol;Acc:MGI:5579085]"
"51542","ENSMUSG00000050503","Fbxl22","9","protein_coding","F-box and leucine-rich repeat protein 22 [Source:MGI Symbol;Acc:MGI:1921415]"
"51543","ENSMUSG00000032376","Usp3","9","protein_coding","ubiquitin specific peptidase 3 [Source:MGI Symbol;Acc:MGI:2152450]"
"51544","ENSMUSG00000086387","Gm15563","9","lncRNA","predicted gene 15563 [Source:MGI Symbol;Acc:MGI:3783012]"
"51545","ENSMUSG00000032373","Car12","9","protein_coding","carbonic anhydrase 12 [Source:MGI Symbol;Acc:MGI:1923709]"
"51546","ENSMUSG00000032375","Aph1b","9","protein_coding","aph1 homolog B, gamma secretase subunit [Source:MGI Symbol;Acc:MGI:3522097]"
"51547","ENSMUSG00000074232","Gm10647","9","TEC","predicted gene 10647 [Source:MGI Symbol;Acc:MGI:3642036]"
"51548","ENSMUSG00000092131","BC050972","9","lncRNA","cDNA sequence BC050972 [Source:MGI Symbol;Acc:MGI:3039596]"
"51549","ENSMUSG00000059237","Ppp1r2-ps4","9","processed_pseudogene","protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3645199]"
"51550","ENSMUSG00000053040","Aph1c","9","protein_coding","aph1 homolog C, gamma secretase subunit [Source:MGI Symbol;Acc:MGI:1915568]"
"51551","ENSMUSG00000091745","Gm17098","9","lncRNA","predicted gene 17098 [Source:MGI Symbol;Acc:MGI:4937925]"
"51552","ENSMUSG00000036943","Rab8b","9","protein_coding","RAB8B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442982]"
"51553","ENSMUSG00000120058","Gm40528","9","lncRNA","predicted gene, 40528 [Source:MGI Symbol;Acc:MGI:5623413]"
"51554","ENSMUSG00000036781","Rps27l","9","protein_coding","ribosomal protein S27-like [Source:MGI Symbol;Acc:MGI:1915191]"
"51555","ENSMUSG00000032370","Lactb","9","protein_coding","lactamase, beta [Source:MGI Symbol;Acc:MGI:1933395]"
"51556","ENSMUSG00002076756","Gm55959","9","snRNA","predicted gene, 55959 [Source:MGI Symbol;Acc:MGI:6848378]"
"51557","ENSMUSG00000119960","Gm30639","9","lncRNA","predicted gene, 30639 [Source:MGI Symbol;Acc:MGI:5589798]"
"51558","ENSMUSG00000032366","Tpm1","9","protein_coding","tropomyosin 1, alpha [Source:MGI Symbol;Acc:MGI:98809]"
"51559","ENSMUSG00000121089","Gm57052","9","lncRNA","predicted gene, 57052 [Source:MGI Symbol;Acc:MGI:7338017]"
"51560","ENSMUSG00000111825","Gm10646","9","lncRNA","predicted gene 10646 [Source:MGI Symbol;Acc:MGI:3642039]"
"51561","ENSMUSG00000088021","Gm22145","9","snRNA","predicted gene, 22145 [Source:MGI Symbol;Acc:MGI:5451922]"
"51562","ENSMUSG00000111556","Gm19299","9","lncRNA","predicted gene, 19299 [Source:MGI Symbol;Acc:MGI:5011484]"
"51563","ENSMUSG00000052698","Tln2","9","protein_coding","talin 2 [Source:MGI Symbol;Acc:MGI:1917799]"
"51564","ENSMUSG00000076379","Mir190a","9","miRNA","microRNA 190a [Source:MGI Symbol;Acc:MGI:2676854]"
"51565","ENSMUSG00000111412","Gm47047","9","lncRNA","predicted gene, 47047 [Source:MGI Symbol;Acc:MGI:6095751]"
"51566","ENSMUSG00000111819","Gm47110","9","processed_pseudogene","predicted gene, 47110 [Source:MGI Symbol;Acc:MGI:6095850]"
"51567","ENSMUSG00000098937","Mir7241","9","miRNA","microRNA 7241 [Source:MGI Symbol;Acc:MGI:5531300]"
"51568","ENSMUSG00000098446","Mir7242","9","miRNA","microRNA 7242 [Source:MGI Symbol;Acc:MGI:5531191]"
"51569","ENSMUSG00000111272","Gm7787","9","processed_pseudogene","predicted gene 7787 [Source:MGI Symbol;Acc:MGI:3648685]"
"51570","ENSMUSG00000055125","M5C1000I18Rik","9","lncRNA","RIKEN cDNA M5C1000I18 gene [Source:MGI Symbol;Acc:MGI:3642038]"
"51571","ENSMUSG00000091956","C2cd4b","9","protein_coding","C2 calcium-dependent domain containing 4B [Source:MGI Symbol;Acc:MGI:1922947]"
"51572","ENSMUSG00000120530","Gm57018","9","lncRNA","predicted gene, 57018 [Source:MGI Symbol;Acc:MGI:7337949]"
"51573","ENSMUSG00000047990","C2cd4a","9","protein_coding","C2 calcium-dependent domain containing 4A [Source:MGI Symbol;Acc:MGI:3645763]"
"51574","ENSMUSG00000035284","Vps13c","9","protein_coding","vacuolar protein sorting 13C [Source:MGI Symbol;Acc:MGI:2444207]"
"51575","ENSMUSG00000111841","Gm20745","9","lncRNA","predicted gene, 20745 [Source:MGI Symbol;Acc:MGI:5434101]"
"51576","ENSMUSG00000101345","Gm28195","9","lncRNA","predicted gene 28195 [Source:MGI Symbol;Acc:MGI:5578901]"
"51577","ENSMUSG00000088810","Gm22382","9","snoRNA","predicted gene, 22382 [Source:MGI Symbol;Acc:MGI:5452159]"
"51578","ENSMUSG00000111562","Gm19987","9","processed_pseudogene","predicted gene, 19987 [Source:MGI Symbol;Acc:MGI:5012172]"
"51579","ENSMUSG00000118816","Gm22169","9","snRNA","predicted gene, 22169 [Source:MGI Symbol;Acc:MGI:5451946]"
"51580","ENSMUSG00000111303","4930502A04Rik","9","lncRNA","RIKEN cDNA 4930502A04 gene [Source:MGI Symbol;Acc:MGI:1922201]"
"51581","ENSMUSG00002075243","Gm55993","9","snoRNA","predicted gene, 55993 [Source:MGI Symbol;Acc:MGI:6848446]"
"51582","ENSMUSG00000111404","Gm47169","9","processed_pseudogene","predicted gene, 47169 [Source:MGI Symbol;Acc:MGI:6095949]"
"51583","ENSMUSG00000032238","Rora","9","protein_coding","RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]"
"51584","ENSMUSG00000086648","Gm15511","9","lncRNA","predicted gene 15511 [Source:MGI Symbol;Acc:MGI:3782959]"
"51585","ENSMUSG00000032235","Ice2","9","protein_coding","interactor of little elongation complex ELL subunit 2 [Source:MGI Symbol;Acc:MGI:2135947]"
